,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,AF_time,per_%,title,mean,variance,in AF?,multiplier
0,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2970261744,9806,5831,5831,"(720, 920)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2970261744",0.49885,0.050648344166666665,True,7.25
1,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3790832608,5901,5901,5901,"(8918, 9118)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3790832608",0.5038233333333334,0.051082382122222235,True,7.25
2,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1523364137,7302,6505,4712,"(720, 920)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1523364137",0.49528999999999995,0.04972570478888889,True,7.25
3,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,4242447135,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,4242447135",0.49678999999999995,0.05068114034444445,False,7.25
4,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2523531916,6901,8710,8710,"(116, 316)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2523531916",0.5036833333333333,0.050013655277777784,True,7.25
5,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3469730339,903,903,903,"(517, 717)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3469730339",0.5005,0.04866152777777778,True,7.25
6,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,361166832,9302,9302,9805,"(715, 915)",1.0,"100,100,10000,0.25,25,Normal Modes,10,361166832",0.49837666666666663,0.04996303145555555,True,7.25
7,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1183006773,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,1183006773",0.50089,0.050251763455555556,False,7.25
8,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2245111069,1303,1804,3309,"(1716, 1916)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2245111069",0.49881666666666663,0.050880933055555556,True,7.25
9,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,282123454,7702,7702,7702,"(4517, 4717)",1.0,"100,100,10000,0.25,25,Normal Modes,10,282123454",0.4972266666666667,0.05031208640000001,True,7.25
10,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2431494874,2002,2212,6214,"(716, 916)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2431494874",0.5044066666666666,0.049939914622222234,True,7.25
11,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2591944854,9001,6005,6107,"(4513, 4713)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2591944854",0.4990633333333333,0.04984367821111112,True,7.25
12,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,296468762,3305,3006,3006,"(1, 118)",1.0,"100,100,10000,0.25,25,Normal Modes,10,296468762",0.5043766666666667,0.050574067011111105,True,7.25
13,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1380455372,3702,4703,4703,"(1, 116)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1380455372",0.50109,0.05065136745555556,True,7.25
14,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3577944656,2906,2609,2412,"(920, 1120)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3577944656",0.49667666666666666,0.0520643999,True,7.25
15,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2810494315,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2810494315",0.5008333333333332,0.05042041666666667,False,7.25
16,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2553207314,4802,4303,9422,"(2715, 2915)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2553207314",0.5013566666666667,0.049933603900000005,True,7.25
17,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1545616311,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,1545616311",0.49538999999999994,0.05030908123333332,False,7.25
18,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2462629259,3,5205,2907,"(915, 1115)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2462629259",0.4966900000000001,0.05061759945555556,True,7.25
19,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3678615319,5003,6108,6108,"(3115, 3315)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3678615319",0.4984233333333334,0.05165406967777778,True,7.25
20,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1746114762,1102,803,9726,"(115, 315)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1746114762",0.4999333333333333,0.05013888444444444,True,7.25
21,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,906216782,2701,5214,5214,"(913, 1113)",1.0,"100,100,10000,0.25,25,Normal Modes,10,906216782",0.4969966666666667,0.04993375776666668,True,7.25
22,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2736205955,5403,7707,7707,"(4916, 5116)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2736205955",0.5002166666666666,0.050162508611111115,True,7.25
23,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,4098496114,4303,4504,3106,"(2115, 2315)",1.0,"100,100,10000,0.25,25,Normal Modes,10,4098496114",0.4958466666666666,0.05017274982222222,True,7.25
24,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2760728922,6903,6903,2708,"(916, 1116)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2760728922",0.5019866666666666,0.05080071982222223,True,7.25
25,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,897257453,9905,9305,9305,"(6924, 7124)",1.0,"100,100,10000,0.25,25,Normal Modes,10,897257453",0.49717333333333324,0.0513184544,True,7.25
26,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,696831984,6204,5812,5917,"(5919, 6119)",1.0,"100,100,10000,0.25,25,Normal Modes,10,696831984",0.4984,0.051559440000000005,True,7.25
27,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1707297756,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,1707297756",0.4986833333333333,0.050965266388888895,False,7.25
28,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,1280524133,701,1503,6530,"(916, 1116)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1280524133",0.49653,0.04987273687777778,True,7.25
