,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,per_%,title,mean,variance,in AF?,multiplier
4262,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,1246491214,6960,6960,6960,True,"(1, 199)","[[1.859477407595098, 1.8113536330951456, 1.8934355390389892, 1.9557507350120056, 1.9641855032959652, 1.9731531449264987, 2.0792783453640835, 2.4227256722371937, 2.1700898520536875, 2.036188039076282, 2.202019275321833, 2.321098877687032, 2.6119562756602064, 2.97279329923895, 3.5659570079736027, 2.527500498351314]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1246491214",0.6039466666666667,0.04875331271111112,True,0.3
4263,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,2876481640,9176,9176,9176,True,"(1804, 2004)","[[2.939425716833398, 2.8851983174585687, 2.73053577476728, 2.2952989806319692, 2.3236692483032533, 2.2240236041318306, 2.3144433886889484, 2.4777557095890996, 2.4607039541622524, 2.6554401414909212, 2.618540380701532, 2.6358973256688554, 2.5803509692138578, 2.3255855222181054, 2.4626751501285153, 2.2578947355536747]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,2876481640",0.6044633333333334,0.04851374532222223,True,0.3
4264,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,3074363487,8183,8183,8183,True,"(41, 241)","[[4.19520408163242, 4.089117027478275, 4.163835343474322, 4.7038990918882035, 4.935918241714392, 4.798147331410927, 4.3711090007217495, 4.054532611026523, 4.208653912087425, 4.163368607859972, 4.516596706452406, 4.616564129291565, 4.508246140204472, 5.001598199539663, 4.666096970434713, 4.869898262891032]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3074363487",0.5973266666666667,0.04905551995555556,True,0.3
4265,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,3166557958,7879,7879,7879,True,"(1010, 1210)","[[2.9681631161293374, 2.970663856783531, 3.267607620888842, 3.0674469464410903, 3.2213815464448263, 2.919062929644504, 3.2093208758908895, 3.2966238080581705, 3.360648388412914, 3.4096941302197403, 3.5505054170467516, 3.8630691585965327, 3.801832935629111, 4.00224468978642, 3.8508981189216174, 3.7646998706774846]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3166557958",0.6030233333333334,0.04864074834444445,True,0.3
4266,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,388199637,6177,6177,6177,True,"(212, 412)","[[3.6272898362110806, 3.1836214226440447, 2.9555165123327054, 3.386614172821515, 3.452354269190808, 3.588401067637538, 4.218418492498935, 4.267249380300295, 4.001578565162566, 4.365101407959384, 4.36958509380087, 3.4840430894215215, 3.9090571870432393, 4.171660523435401, 3.979293786062114, 4.440916177529686]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,388199637",0.5989533333333333,0.04812868226666666,True,0.3
4267,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,1219477702,7985,7985,7985,True,"(16, 216)","[[3.0219067515767115, 2.7032967807035297, 2.8918603180898255, 2.9604447708927064, 3.2305028024134854, 3.628198206027645, 3.7419095481234765, 3.699118937206291, 3.4729273660409192, 3.80518677160294, 4.013547848171956, 3.988101242890619, 3.7295896982906465, 3.7961763610032104, 3.917197701753417, 4.06355375697215]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1219477702",0.59708,0.0480354736,True,0.3
4268,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,1390685865,7986,7986,7986,True,"(424, 624)","[[4.541301495454836, 4.081558781280506, 3.9945362503497597, 4.0303341983016745, 4.425299138097993, 4.985255604028744, 5.054154597023657, 5.0812867464845946, 5.745863453963836, 4.984140523483259, 5.753628505817594, 5.63901777226765, 5.374945176833792, 4.556588636249711, 3.4578987422871936, 2.9288850006339917]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1390685865",0.6007166666666667,0.04906715305555556,True,0.3
4269,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,1132456285,6693,6693,6693,True,"(1829, 2029)","[[5.235511780062607, 5.346343704201986, 5.618930966303255, 5.472430745902415, 5.4459817393435275, 5.266091147742447, 5.344667774138721, 5.578217607641413, 4.645706543219695, 4.221814970545364, 3.265986323710904, 3.051429909041975, 2.8646764548785844, 3.1734819448550495, 3.095197394929804, 2.4289915602982237]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1132456285",0.6015300000000001,0.04979710354444445,True,0.3
4270,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,2064845587,7067,7662,7662,False,"(1, 198)","[[2.6392180557801757, 2.5228869274609718, 2.6901559017109404, 2.845655478451462, 3.002257079938204, 2.811349682502312, 3.2119514677848042, 3.064865158126863, 3.0058427321408097, 3.305140324150681, 3.2948953723259042, 2.960806908770041, 3.1967313167681377, 2.9095482727915285, 2.830264470932943, 3.26986862371052]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,2064845587",0.5977100000000001,0.049478644788888894,True,0.3
4271,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,210404139,272,272,272,True,"(196, 396)","[[3.064912720826252, 2.9828906739693273, 3.0919176838020395, 2.8278536127889153, 2.990540642314251, 3.1105034855459897, 3.159828899073576, 3.5920325551705794, 3.246620181082688, 2.7701252228013087, 3.065383214021118, 3.549916427237151, 3.6071357850001395, 3.303934629644936, 3.4252306288936385, 3.7944637627619504]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,210404139",0.6011066666666667,0.04952299751111112,True,0.3
4272,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.6]",False,False,False,3140721351,7885,7885,7885,True,"(220, 420)","[[3.596878810892835, 3.4344658326376685, 3.6439004108347466, 3.8023167223085723, 3.508249347546731, 3.9757868944723445, 4.211635097600113, 4.230242189235959, 4.8491904930101475, 5.386890916846191, 4.732683858941575, 5.144600310402106, 5.646871060842259, 5.734410851831407, 6.051663387679908, 5.895913119953014]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3140721351",0.5986466666666667,0.04859905737777778,True,0.3
