,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,Ham_dis_AF,Ham_dis_meanx,per_%,title,mean,variance,in AF?,multiplier,Ham_dis_fib_beat?,Max_ham_dis
0,100,100,10000,0.25,25,0.55,10,0,"[1, 0.0, 0.4]",True,False,False,3715567865,1602,19,19,False,"(1, 118)","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.030297875536656728, 0.04995657836784083, 0.08121509199524267, 0.08764701934464172, 0.16582865452381773, 0.2028122421339361, 0.21695137988629595]]",0.04995657836784083,1.875,1.0,"100,100,10000,0.25,25,Normal Modes,10,3715567865",0.40348666666666666,0.04016162093333333,True,1,True,0.04995657836784083
