,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,constant,gradient,grad_start,grad_end,normal_modes,normal_modes_config,graph,FullStateSave,stats,seed,title,in AF?
0,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[10, 3, 0.3, 0.5]",False,False,False,3047345063,"140,80,10000,0.25,25,Normal Modes,10,3047345063",True
