,settings,in_AF,coupling
286,"[50, 50, 10000, 0.3, 25]",False,0.826081081081081
287,"[50, 50, 10000, 0.3, 25]",False,0.825945945945946
288,"[50, 50, 10000, 0.3, 25]",False,0.8258108108108109
289,"[50, 50, 10000, 0.3, 25]",False,0.8256756756756757
290,"[50, 50, 10000, 0.3, 25]",False,0.8255405405405405
291,"[50, 50, 10000, 0.3, 25]",True,0.8254054054054054
292,"[50, 50, 10000, 0.3, 25]",True,0.8252702702702703
293,"[50, 50, 10000, 0.3, 25]",True,0.8251351351351351
294,"[50, 50, 10000, 0.3, 25]",False,0.825
295,"[50, 50, 10000, 0.3, 25]",False,0.8248648648648649
296,"[50, 50, 10000, 0.3, 25]",False,0.8247297297297298
297,"[50, 50, 10000, 0.3, 25]",True,0.8245945945945946
298,"[50, 50, 10000, 0.3, 25]",False,0.8244594594594594
299,"[50, 50, 10000, 0.3, 25]",True,0.8243243243243243
300,"[50, 50, 10000, 0.3, 25]",False,0.8241891891891892
301,"[50, 50, 10000, 0.3, 25]",False,0.8240540540540541
302,"[50, 50, 10000, 0.3, 25]",False,0.8239189189189189
303,"[50, 50, 10000, 0.3, 25]",False,0.8237837837837838
304,"[50, 50, 10000, 0.3, 25]",True,0.8236486486486486
305,"[50, 50, 10000, 0.3, 25]",False,0.8235135135135135
306,"[50, 50, 10000, 0.3, 25]",True,0.8233783783783784
307,"[50, 50, 10000, 0.3, 25]",False,0.8232432432432433
308,"[50, 50, 10000, 0.3, 25]",False,0.8231081081081081
309,"[50, 50, 10000, 0.3, 25]",False,0.822972972972973
310,"[50, 50, 10000, 0.3, 25]",True,0.8228378378378378
311,"[50, 50, 10000, 0.3, 25]",False,0.8227027027027027
312,"[50, 50, 10000, 0.3, 25]",False,0.8225675675675675
313,"[50, 50, 10000, 0.3, 25]",False,0.8224324324324325
314,"[50, 50, 10000, 0.3, 25]",True,0.8222972972972973
315,"[50, 50, 10000, 0.3, 25]",False,0.8221621621621622
316,"[50, 50, 10000, 0.3, 25]",False,0.822027027027027
317,"[50, 50, 10000, 0.3, 25]",True,0.8218918918918918
318,"[50, 50, 10000, 0.3, 25]",False,0.8217567567567567
319,"[50, 50, 10000, 0.3, 25]",True,0.8216216216216217
320,"[50, 50, 10000, 0.3, 25]",True,0.8214864864864865
321,"[50, 50, 10000, 0.3, 25]",True,0.8213513513513513
322,"[50, 50, 10000, 0.3, 25]",False,0.8212162162162162
323,"[50, 50, 10000, 0.3, 25]",True,0.8210810810810811
324,"[50, 50, 10000, 0.3, 25]",False,0.8209459459459459
325,"[50, 50, 10000, 0.3, 25]",False,0.8208108108108108
326,"[50, 50, 10000, 0.3, 25]",False,0.8206756756756757
327,"[50, 50, 10000, 0.3, 25]",False,0.8205405405405406
328,"[50, 50, 10000, 0.3, 25]",True,0.8204054054054054
329,"[50, 50, 10000, 0.3, 25]",True,0.8202702702702702
330,"[50, 50, 10000, 0.3, 25]",False,0.8201351351351351
331,"[50, 50, 10000, 0.3, 25]",True,0.8200000000000001
332,"[50, 50, 10000, 0.3, 25]",True,0.8198648648648649
333,"[50, 50, 10000, 0.3, 25]",True,0.8197297297297297
334,"[50, 50, 10000, 0.3, 25]",True,0.8195945945945946
335,"[50, 50, 10000, 0.3, 25]",False,0.8194594594594595
336,"[50, 50, 10000, 0.3, 25]",True,0.8193243243243243
337,"[50, 50, 10000, 0.3, 25]",False,0.8191891891891891
338,"[50, 50, 10000, 0.3, 25]",False,0.8190540540540541
339,"[50, 50, 10000, 0.3, 25]",True,0.8189189189189189
340,"[50, 50, 10000, 0.3, 25]",False,0.8187837837837838
341,"[50, 50, 10000, 0.3, 25]",False,0.8186486486486486
342,"[50, 50, 10000, 0.3, 25]",False,0.8185135135135135
343,"[50, 50, 10000, 0.3, 25]",False,0.8183783783783783
344,"[50, 50, 10000, 0.3, 25]",False,0.8182432432432433
345,"[50, 50, 10000, 0.3, 25]",False,0.8181081081081081
346,"[50, 50, 10000, 0.3, 25]",True,0.817972972972973
347,"[50, 50, 10000, 0.3, 25]",False,0.8178378378378378
348,"[50, 50, 10000, 0.3, 25]",True,0.8177027027027027
349,"[50, 50, 10000, 0.3, 25]",True,0.8175675675675675
350,"[50, 50, 10000, 0.3, 25]",True,0.8174324324324325
351,"[50, 50, 10000, 0.3, 25]",True,0.8172972972972973
352,"[50, 50, 10000, 0.3, 25]",False,0.8171621621621622
353,"[50, 50, 10000, 0.3, 25]",False,0.817027027027027
354,"[50, 50, 10000, 0.3, 25]",False,0.8168918918918919
355,"[50, 50, 10000, 0.3, 25]",False,0.8167567567567567
356,"[50, 50, 10000, 0.3, 25]",True,0.8166216216216217
357,"[50, 50, 10000, 0.3, 25]",False,0.8164864864864865
358,"[50, 50, 10000, 0.3, 25]",False,0.8163513513513514
359,"[50, 50, 10000, 0.3, 25]",True,0.8162162162162162
360,"[50, 50, 10000, 0.3, 25]",True,0.816081081081081
361,"[50, 50, 10000, 0.3, 25]",False,0.8159459459459459
362,"[50, 50, 10000, 0.3, 25]",True,0.8158108108108109
363,"[50, 50, 10000, 0.3, 25]",False,0.8156756756756757
364,"[50, 50, 10000, 0.3, 25]",True,0.8155405405405405
365,"[50, 50, 10000, 0.3, 25]",False,0.8154054054054054
366,"[50, 50, 10000, 0.3, 25]",True,0.8152702702702703
367,"[50, 50, 10000, 0.3, 25]",False,0.8151351351351351
368,"[50, 50, 10000, 0.3, 25]",False,0.815
369,"[50, 50, 10000, 0.3, 25]",False,0.8148648648648649
370,"[50, 50, 10000, 0.3, 25]",True,0.8147297297297298
371,"[50, 50, 10000, 0.3, 25]",False,0.8145945945945946
372,"[50, 50, 10000, 0.3, 25]",True,0.8144594594594594
373,"[50, 50, 10000, 0.3, 25]",False,0.8143243243243243
374,"[50, 50, 10000, 0.3, 25]",True,0.8141891891891893
375,"[50, 50, 10000, 0.3, 25]",True,0.8140540540540541
376,"[50, 50, 10000, 0.3, 25]",False,0.8139189189189189
377,"[50, 50, 10000, 0.3, 25]",False,0.8137837837837838
378,"[50, 50, 10000, 0.3, 25]",False,0.8136486486486486
379,"[50, 50, 10000, 0.3, 25]",False,0.8135135135135135
380,"[50, 50, 10000, 0.3, 25]",False,0.8133783783783783
381,"[50, 50, 10000, 0.3, 25]",False,0.8132432432432433
382,"[50, 50, 10000, 0.3, 25]",True,0.8131081081081081
383,"[50, 50, 10000, 0.3, 25]",True,0.812972972972973
384,"[50, 50, 10000, 0.3, 25]",True,0.8128378378378378
385,"[50, 50, 10000, 0.3, 25]",True,0.8127027027027027
386,"[50, 50, 10000, 0.3, 25]",False,0.8125675675675675
387,"[50, 50, 10000, 0.3, 25]",True,0.8124324324324325
388,"[50, 50, 10000, 0.3, 25]",False,0.8122972972972973
389,"[50, 50, 10000, 0.3, 25]",False,0.8121621621621622
390,"[50, 50, 10000, 0.3, 25]",False,0.812027027027027
391,"[50, 50, 10000, 0.3, 25]",False,0.8118918918918919
392,"[50, 50, 10000, 0.3, 25]",True,0.8117567567567567
393,"[50, 50, 10000, 0.3, 25]",False,0.8116216216216217
394,"[50, 50, 10000, 0.3, 25]",False,0.8114864864864865
395,"[50, 50, 10000, 0.3, 25]",False,0.8113513513513514
396,"[50, 50, 10000, 0.3, 25]",False,0.8112162162162162
397,"[50, 50, 10000, 0.3, 25]",False,0.8110810810810811
398,"[50, 50, 10000, 0.3, 25]",False,0.8109459459459459
399,"[50, 50, 10000, 0.3, 25]",False,0.8108108108108107
400,"[50, 50, 10000, 0.3, 25]",False,0.8106756756756757
401,"[50, 50, 10000, 0.3, 25]",False,0.8105405405405406
402,"[50, 50, 10000, 0.3, 25]",False,0.8104054054054054
403,"[50, 50, 10000, 0.3, 25]",False,0.8102702702702702
404,"[50, 50, 10000, 0.3, 25]",True,0.8101351351351351
405,"[50, 50, 10000, 0.3, 25]",False,0.81
406,"[50, 50, 10000, 0.3, 25]",False,0.8098648648648649
407,"[50, 50, 10000, 0.3, 25]",True,0.8097297297297297
408,"[50, 50, 10000, 0.3, 25]",False,0.8095945945945946
409,"[50, 50, 10000, 0.3, 25]",False,0.8094594594594595
410,"[50, 50, 10000, 0.3, 25]",True,0.8093243243243243
411,"[50, 50, 10000, 0.3, 25]",True,0.8091891891891891
412,"[50, 50, 10000, 0.3, 25]",False,0.8090540540540541
413,"[50, 50, 10000, 0.3, 25]",False,0.808918918918919
414,"[50, 50, 10000, 0.3, 25]",True,0.8087837837837838
415,"[50, 50, 10000, 0.3, 25]",False,0.8086486486486486
416,"[50, 50, 10000, 0.3, 25]",False,0.8085135135135135
417,"[50, 50, 10000, 0.3, 25]",True,0.8083783783783783
418,"[50, 50, 10000, 0.3, 25]",True,0.8082432432432433
419,"[50, 50, 10000, 0.3, 25]",False,0.8081081081081081
420,"[50, 50, 10000, 0.3, 25]",False,0.807972972972973
421,"[50, 50, 10000, 0.3, 25]",True,0.8078378378378378
422,"[50, 50, 10000, 0.3, 25]",True,0.8077027027027027
423,"[50, 50, 10000, 0.3, 25]",False,0.8075675675675675
424,"[50, 50, 10000, 0.3, 25]",True,0.8074324324324325
