,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,constant,gradient,grad_start,grad_end,normal_modes,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,AF_time,per_%,title,mean,variance,in AF?,multiplier
0,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2161449568,7957,7750,7750,"(787, 987)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2161449568",0.50015,0.0498869775,True,0.1
1,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,606274652,4601,4601,4601,"(313, 513)",1.0,"100,100,10000,0.25,25,Normal Modes,10,606274652",0.4987,0.049638532222222226,True,0.5
2,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2987889287,6145,6145,6145,"(1, 168)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2987889287",0.4969,0.05029816777777778,True,1.0
3,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,1467435945,9802,2406,2809,"(1, 114)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1467435945",0.49817666666666666,0.05026056434444444,True,2.0
4,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2443296450,5603,4409,4409,"(1, 115)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2443296450",0.50112,0.050364967822222224,True,3.0
5,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2872472135,5312,5312,5312,"(1, 129)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2872472135",0.49613,0.050394467544444446,True,4.0
6,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,1148556111,1802,909,909,"(1, 118)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1148556111",0.49873,0.04910272043333335,True,5.0
7,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3450546771,1502,3205,1903,"(1, 118)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3450546771",0.49885,0.05062789972222222,True,6.0
8,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,4023716349,2101,5408,5408,"(3315, 3515)",1.0,"100,100,10000,0.25,25,Normal Modes,10,4023716349",0.5026466666666666,0.05228210626666668,True,7.0
9,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3074998374,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3074998374",0.49992,0.04958043804444444,False,8.0
10,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3927497255,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3927497255",0.49813999999999997,0.050146762622222216,False,9.0
11,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,633193292,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,633193292",0.5028633333333332,0.04927035687777778,False,10.0
12,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,835116112,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,835116112",0.5039566666666666,0.050054900344444465,False,11.0
13,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2757181284,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2757181284",0.5011666666666666,0.05141419444444446,False,12.0
14,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2331860358,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2331860358",0.5037766666666667,0.049949181233333334,False,13.0
15,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,1408972430,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,1408972430",0.5021566666666667,0.050245459900000004,False,14.0
16,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,964943543,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,964943543",0.5024933333333333,0.05048933884444445,False,15.0
17,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,1363044134,5885,5885,5885,"(438, 638)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1363044134",0.49745,0.050391608611111124,True,0.1
18,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2200965763,7537,7537,7537,"(1, 161)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2200965763",0.49989333333333336,0.05088332195555556,True,0.5
19,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,992102210,7214,6415,6114,"(1, 132)",1.0,"100,100,10000,0.25,25,Normal Modes,10,992102210",0.50354,0.049867912844444445,True,1.0
20,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,657747607,513,715,715,"(1, 130)",1.0,"100,100,10000,0.25,25,Normal Modes,10,657747607",0.5024066666666667,0.04967420795555556,True,2.0
21,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3481353831,1401,2204,2204,"(1, 115)",1.0,"100,100,10000,0.25,25,Normal Modes,10,3481353831",0.49635333333333326,0.05157003515555556,True,3.0
22,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2539321080,4102,4903,3610,"(1, 115)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2539321080",0.5027133333333333,0.050209304488888884,True,4.0
23,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,57615183,4505,7605,6905,"(1, 118)",1.0,"100,100,10000,0.25,25,Normal Modes,10,57615183",0.4973700000000001,0.04931763865555556,True,5.0
24,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2861248716,8302,5304,5304,"(1, 115)",1.0,"100,100,10000,0.25,25,Normal Modes,10,2861248716",0.49994666666666665,0.04963199715555557,True,6.0
25,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3139175565,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3139175565",0.4989633333333333,0.0506237031,False,7.0
26,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,181116050,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,181116050",0.5008766666666666,0.04928645367777777,False,8.0
27,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3563153067,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3563153067",0.5008166666666666,0.05037299972222222,False,9.0
28,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2165035553,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2165035553",0.49985333333333326,0.05069975626666667,False,10.0
29,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,958969828,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,958969828",0.50649,0.05038354656666667,False,11.0
30,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,3571094895,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3571094895",0.4983466666666667,0.05038904426666667,False,12.0
31,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,959959945,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,959959945",0.49675666666666674,0.05177225856666667,False,13.0
32,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,335379049,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,335379049",0.49644333333333335,0.049933016788888895,False,14.0
33,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,2760490753,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2760490753",0.4995266666666666,0.050153775955555556,False,15.0
34,100,100,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[1, 0.2, 0.5]",False,False,False,1780309463,4168,4168,4168,"(1, 191)",1.0,"100,100,10000,0.25,25,Normal Modes,10,1780309463",0.5007,0.05120351000000001,True,0.1
