,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,per_%,title,mean,variance,in AF?,multiplier
0,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,2202951332,False,False,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2202951332",0.7032966666666666,0.04237768754444446,False,0.5
1,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,494755589,7282,7282,7483,True,"(9, 209)","[[2.7884993693556903, 2.7408655111114086, 2.7951085093332906, 2.8257681676386825, 2.969299046378686, 2.674372200473724, 2.6917566006568903, 2.572168035547954, 2.6865750008630513, 3.1460446450401682, 3.622826364562424, 3.1440954358064035, 3.2666879251008965, 3.0486028338821582, 2.7234280771655017, 3.067486756287629]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,494755589",0.69827,0.04453445154444445,True,0.5
2,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,566014598,8154,8154,8154,True,"(776, 976)","[[1.5106824097952354, 1.4665584375651899, 1.5551825182050354, 1.498799449096323, 1.566888420553622, 1.4767064190530772, 1.5342232009879877, 1.6363517527791904, 1.8270436845279834, 1.7036655201770377, 1.6117508326894738, 1.6944432827771938, 1.5870771170646383, 1.8297255007686988, 1.7546376847950862, 2.164694262305048]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,566014598",0.6960966666666667,0.04435798621111112,True,0.5
3,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,660802171,9277,9277,9277,True,"(1, 199)","[[2.6425554847147334, 2.6002263088682693, 2.7335802416428168, 2.778293956931903, 2.668215695928648, 2.7804965549138405, 2.836485940292315, 3.008470551913113, 3.278628541936762, 3.299903465389014, 2.943424593831565, 3.1208086078422057, 3.1174720035321766, 3.1045366106262935, 3.008491384093241, 3.3020643228722064]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,660802171",0.7055266666666666,0.04302545595555556,True,0.5
4,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,162352321,False,False,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,162352321",0.7013233333333334,0.043259693233333334,False,0.5
5,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,1145753017,7366,7366,7366,True,"(8988, 9188)","[[1.6098558328214163, 1.7787603070589109, 1.589752200996521, 1.48165073107291, 1.4929596501561455, 1.5922004103800518, 1.6260034432818686, 1.8584670546954634, 2.366184408599682, 2.2472138874170655, 2.5093927859534086, 2.596924658173909, 2.4541460590898536, 1.982469482566498, 1.9428153690418977, 2.104648052889562]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1145753017",0.7004033333333334,0.04334194843333333,True,0.5
6,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,1454395711,9086,9086,9086,True,"(4409, 4609)","[[2.3381264330939544, 2.220441995261526, 2.257688099706325, 2.344541533008106, 2.4303242543753205, 3.0165288605915914, 2.879548581025012, 3.044608183995248, 3.2655703314349127, 3.106425042264802, 3.4623071820286646, 3.022331697363625, 2.7504406597333966, 2.690269374925993, 2.622852869528216, 3.0653641297998986]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1454395711",0.7033966666666667,0.04417768487777778,True,0.5
7,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,1226694551,9883,9883,9883,True,"(3603, 3803)","[[1.654932932866755, 1.7399709246207302, 1.7221386445974831, 1.724601773832247, 1.5621184840591138, 1.6700196558203877, 1.6840925747872395, 1.5855583185130389, 1.6766732072002977, 1.7791881473406388, 1.8552941753998817, 1.681687374124864, 1.8472530281474706, 1.9587087053432786, 1.8253875780448245, 1.8901787811659898]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,1226694551",0.70322,0.043250298266666674,True,0.5
8,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,316155674,7982,7982,7982,True,"(206, 406)","[[2.49386413160906, 2.4918548777833918, 2.523929160409781, 2.599357804868815, 2.556107174914809, 2.472831454606755, 2.350462039087911, 2.369011617316887, 2.461034142304161, 2.2998693643271397, 2.3524705411670563, 2.454400475648501, 2.4438138949930486, 2.2835806279676367, 2.3857890944139584, 2.4690751669260287]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,316155674",0.7041799999999999,0.04306719426666667,True,0.5
9,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.7]",False,False,False,995595378,7070,7070,7070,True,"(7993, 8193)","[[2.0124403522378866, 2.140882878950888, 1.9753525531893756, 2.0021283969569903, 2.2001405735517063, 2.3817723455806683, 2.383295481034376, 2.506678225817642, 2.2824848489048613, 2.2322791824623915, 1.9785947957595467, 1.9883694835247139, 2.149804964465891, 2.3573836312257215, 2.2678918257565406, 2.1319344345345854]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,995595378",0.6998800000000001,0.043175985600000015,True,0.5
