,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,per_%,title,mean,variance,in AF?,multiplier
0,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2809050541,5876,5876,5876,True,"(810, 1010)","[[2.593574187509527, 2.7640549922170505, 3.0839063858859985, 2.968231796878404, 3.463770963530463, 3.860462198665653, 4.241569177899742, 4.6524456679116355, 5.7073480813282425, 5.991473533450751, 6.639264566529564, 7.845302230624627, 7.987403761302427, 7.976038333659136, 8.197563544689341, 7.543879901412942]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,2809050541",0.5035366666666666,0.05006360310000001,True,0.01
1,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2027575077,False,False,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,2027575077",0.4965466666666667,0.049230518933333335,False,0.01
2,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3681525052,False,False,False,False,False,False,1.0,"100,100,10000,0.25,25,Normal Modes,10,3681525052",0.5038866666666667,0.049814449377777785,False,0.01
3,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3062170533,5876,5876,5876,True,"(1223, 1423)","[[5.185655253501072, 5.280764585680278, 5.214829282387338, 4.722959157690123, 5.270060878838751, 5.99940544022051, 6.263373894134286, 5.209379403472379, 5.886857616130408, 6.326975960728246, 5.28324415235005, 5.49947777792619, 6.147676421433798, 6.224266549790444, 6.022068259530855, 5.294544075715771]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3062170533",0.5015833333333334,0.050996493055555564,True,0.01
4,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3880874248,4797,4797,4797,True,"(1639, 1839)","[[5.372921042308168, 5.766313364922618, 5.273518017789511, 5.838423704907403, 6.198580924566127, 6.501777701761857, 5.441530584499256, 5.7651486342947145, 5.943955149101882, 6.114124497053762, 6.993946996110841, 7.559467941300866, 7.083969739453361, 7.082516559551876, 6.9899481400079075, 6.763581281098923]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3880874248",0.4999133333333333,0.05028665915555556,True,0.01
5,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,282859694,5569,5569,5569,True,"(1240, 1440)","[[3.290796929754617, 3.4801622316823497, 4.027264763389067, 4.37504409148858, 4.604310204751329, 4.035265007860432, 4.122187593445446, 3.9875183721415115, 3.891910623066494, 3.693623849670827, 4.135348598756941, 4.120850028656428, 3.1157725073194547, 3.4108328882745833, 2.8785977117903756, 3.0463012857473086]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,282859694",0.5019433333333333,0.05129833456666668,True,0.01
6,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,2177155436,5983,5983,5983,True,"(830, 1030)","[[7.712866496588354, 6.605754999160426, 7.533807234640904, 6.381718527242231, 6.9622711748238615, 7.499216562631143, 7.982202711100946, 7.98266694987412, 8.626369877965363, 9.530118433792856, 9.028118924612713, 8.71710905301016, 7.8218697256800205, 6.198321411740981, 6.465287352234848, 6.790034989850839]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,2177155436",0.4997333333333333,0.04971481777777778,True,0.01
7,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3946967709,9094,9094,9094,True,"(8230, 8430)","[[5.129851060296629, 5.115977529706175, 6.001902886990626, 6.094256179115787, 6.254553604826363, 6.905610524598931, 7.696504190123087, 8.15325761619842, 8.287304827796282, 8.776018259944369, 9.279059508448057, 9.889040651145084, 9.282859898181883, 9.875016099118994, 10.596408710078165, 10.0815660282057]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3946967709",0.5016799999999999,0.05143673315555557,True,0.01
8,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,930047310,9177,9177,9177,True,"(231, 431)","[[5.634354480614717, 5.534356080179719, 5.968501236935963, 5.977398258509165, 5.912107618527894, 5.6952548893300525, 5.327449291329463, 4.9000584544057855, 5.3072800934977185, 5.120582302682726, 5.429032123030717, 5.681990036294097, 5.670472380261288, 5.421752420164125, 5.155741049090667, 5.3814496188294845]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,930047310",0.4975533333333333,0.05091468048888889,True,0.01
9,100,100,10000,0.25,25,0.55,10,0,"[1, 0.2, 0.5]",False,False,False,3897825423,1282,1282,1282,True,"(3812, 4012)","[[4.393437824570566, 4.871588980363392, 5.159789006496935, 5.605421022953366, 6.029075867601426, 6.001857279986575, 6.106400214755535, 5.957191447809604, 6.329873703115544, 6.553076796489254, 6.436577356112835, 6.343727683086639, 5.75860118460254, 6.540214697089359, 7.033888804635479, 7.08686592500897]]",1.0,"100,100,10000,0.25,25,Normal Modes,10,3897825423",0.5011633333333333,0.05128986887777777,True,0.01
