,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,constant,gradient,grad_start,grad_end,normal_modes,normal_modes_config,graph,FullStateSave,stats,seed,title,in AF?
5075,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.36000000000000004]",False,False,False,268036680,"140,80,10000,0.25,25,Normal Modes,10,268036680",True
5076,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.36000000000000004]",False,False,False,3480460053,"140,80,10000,0.25,25,Normal Modes,10,3480460053",True
5077,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.36000000000000004]",False,False,False,3800472603,"140,80,10000,0.25,25,Normal Modes,10,3800472603",True
5078,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.36000000000000004]",False,False,False,4247550911,"140,80,10000,0.25,25,Normal Modes,10,4247550911",True
5079,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.36000000000000004]",False,False,False,1523584185,"140,80,10000,0.25,25,Normal Modes,10,1523584185",True
5080,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,1166591329,"140,80,10000,0.25,25,Normal Modes,10,1166591329",True
5081,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3512221117,"140,80,10000,0.25,25,Normal Modes,10,3512221117",True
5082,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,743457551,"140,80,10000,0.25,25,Normal Modes,10,743457551",True
5083,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,4152297871,"140,80,10000,0.25,25,Normal Modes,10,4152297871",True
5084,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3043638756,"140,80,10000,0.25,25,Normal Modes,10,3043638756",True
5085,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,200294729,"140,80,10000,0.25,25,Normal Modes,10,200294729",True
5086,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,1271293869,"140,80,10000,0.25,25,Normal Modes,10,1271293869",True
5087,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,2979307241,"140,80,10000,0.25,25,Normal Modes,10,2979307241",True
5088,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,1800118719,"140,80,10000,0.25,25,Normal Modes,10,1800118719",True
5089,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,798202247,"140,80,10000,0.25,25,Normal Modes,10,798202247",True
5090,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,4262472005,"140,80,10000,0.25,25,Normal Modes,10,4262472005",True
5091,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,2808764372,"140,80,10000,0.25,25,Normal Modes,10,2808764372",True
5092,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3893584695,"140,80,10000,0.25,25,Normal Modes,10,3893584695",True
5093,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,2433947760,"140,80,10000,0.25,25,Normal Modes,10,2433947760",True
5094,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3256821182,"140,80,10000,0.25,25,Normal Modes,10,3256821182",True
5095,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,1487812218,"140,80,10000,0.25,25,Normal Modes,10,1487812218",True
5096,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3070451429,"140,80,10000,0.25,25,Normal Modes,10,3070451429",True
5097,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,1420780081,"140,80,10000,0.25,25,Normal Modes,10,1420780081",True
5098,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,3107935622,"140,80,10000,0.25,25,Normal Modes,10,3107935622",True
5099,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.36000000000000004]",False,False,False,640988961,"140,80,10000,0.25,25,Normal Modes,10,640988961",True
5100,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,3453391773,"140,80,10000,0.25,25,Normal Modes,10,3453391773",True
5101,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2632424007,"140,80,10000,0.25,25,Normal Modes,10,2632424007",True
5102,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,1504893287,"140,80,10000,0.25,25,Normal Modes,10,1504893287",True
5103,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,1112648471,"140,80,10000,0.25,25,Normal Modes,10,1112648471",True
5104,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,104955280,"140,80,10000,0.25,25,Normal Modes,10,104955280",True
5105,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2903849570,"140,80,10000,0.25,25,Normal Modes,10,2903849570",True
5106,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2229706362,"140,80,10000,0.25,25,Normal Modes,10,2229706362",True
5107,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2514881958,"140,80,10000,0.25,25,Normal Modes,10,2514881958",True
5108,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2853142332,"140,80,10000,0.25,25,Normal Modes,10,2853142332",True
5109,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,3286956286,"140,80,10000,0.25,25,Normal Modes,10,3286956286",True
5110,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,296906703,"140,80,10000,0.25,25,Normal Modes,10,296906703",True
5111,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,1676884500,"140,80,10000,0.25,25,Normal Modes,10,1676884500",True
5112,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,1169990701,"140,80,10000,0.25,25,Normal Modes,10,1169990701",True
5113,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2805257118,"140,80,10000,0.25,25,Normal Modes,10,2805257118",True
5114,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,623061861,"140,80,10000,0.25,25,Normal Modes,10,623061861",True
5115,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,2299171201,"140,80,10000,0.25,25,Normal Modes,10,2299171201",True
5116,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,3502758342,"140,80,10000,0.25,25,Normal Modes,10,3502758342",True
5117,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,3094420105,"140,80,10000,0.25,25,Normal Modes,10,3094420105",True
5118,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,1001146999,"140,80,10000,0.25,25,Normal Modes,10,1001146999",True
5119,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.14, 0.36000000000000004]",False,False,False,659816634,"140,80,10000,0.25,25,Normal Modes,10,659816634",True
5120,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3867299236,"140,80,10000,0.25,25,Normal Modes,10,3867299236",True
5121,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,4155876958,"140,80,10000,0.25,25,Normal Modes,10,4155876958",True
5122,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3080624822,"140,80,10000,0.25,25,Normal Modes,10,3080624822",True
5123,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,1679831894,"140,80,10000,0.25,25,Normal Modes,10,1679831894",True
5124,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,4183361059,"140,80,10000,0.25,25,Normal Modes,10,4183361059",True
5125,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,1335788596,"140,80,10000,0.25,25,Normal Modes,10,1335788596",True
5126,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,2238661827,"140,80,10000,0.25,25,Normal Modes,10,2238661827",True
5127,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,2636540446,"140,80,10000,0.25,25,Normal Modes,10,2636540446",True
5128,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3507595839,"140,80,10000,0.25,25,Normal Modes,10,3507595839",True
5129,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,1728200743,"140,80,10000,0.25,25,Normal Modes,10,1728200743",True
5130,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,2786974635,"140,80,10000,0.25,25,Normal Modes,10,2786974635",True
5131,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,423580764,"140,80,10000,0.25,25,Normal Modes,10,423580764",True
5132,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,1406734986,"140,80,10000,0.25,25,Normal Modes,10,1406734986",True
5133,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,2233056412,"140,80,10000,0.25,25,Normal Modes,10,2233056412",True
5134,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3489336255,"140,80,10000,0.25,25,Normal Modes,10,3489336255",True
5135,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3076147817,"140,80,10000,0.25,25,Normal Modes,10,3076147817",True
5136,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,3399398170,"140,80,10000,0.25,25,Normal Modes,10,3399398170",True
5137,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,1535369424,"140,80,10000,0.25,25,Normal Modes,10,1535369424",True
5138,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,156803341,"140,80,10000,0.25,25,Normal Modes,10,156803341",True
5139,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.16, 0.36000000000000004]",False,False,False,835113714,"140,80,10000,0.25,25,Normal Modes,10,835113714",True
5140,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,1629632648,"140,80,10000,0.25,25,Normal Modes,10,1629632648",True
5141,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,3815600205,"140,80,10000,0.25,25,Normal Modes,10,3815600205",True
5142,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,1675616008,"140,80,10000,0.25,25,Normal Modes,10,1675616008",True
5143,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,3700550193,"140,80,10000,0.25,25,Normal Modes,10,3700550193",True
5144,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2331982164,"140,80,10000,0.25,25,Normal Modes,10,2331982164",True
5145,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2715507871,"140,80,10000,0.25,25,Normal Modes,10,2715507871",True
5146,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,887294580,"140,80,10000,0.25,25,Normal Modes,10,887294580",True
5147,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,1994030716,"140,80,10000,0.25,25,Normal Modes,10,1994030716",True
5148,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,699790584,"140,80,10000,0.25,25,Normal Modes,10,699790584",True
5149,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,1213414321,"140,80,10000,0.25,25,Normal Modes,10,1213414321",True
5150,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,674319698,"140,80,10000,0.25,25,Normal Modes,10,674319698",True
5151,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,1224891762,"140,80,10000,0.25,25,Normal Modes,10,1224891762",True
5152,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,3759830099,"140,80,10000,0.25,25,Normal Modes,10,3759830099",True
5153,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2158559147,"140,80,10000,0.25,25,Normal Modes,10,2158559147",True
5154,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2704914277,"140,80,10000,0.25,25,Normal Modes,10,2704914277",True
5155,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,590364212,"140,80,10000,0.25,25,Normal Modes,10,590364212",True
5156,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,196112293,"140,80,10000,0.25,25,Normal Modes,10,196112293",True
5157,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2691307678,"140,80,10000,0.25,25,Normal Modes,10,2691307678",True
5158,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,2612055992,"140,80,10000,0.25,25,Normal Modes,10,2612055992",True
5159,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.18, 0.36000000000000004]",False,False,False,154745143,"140,80,10000,0.25,25,Normal Modes,10,154745143",True
5160,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3288175552,"140,80,10000,0.25,25,Normal Modes,10,3288175552",True
5161,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3493132530,"140,80,10000,0.25,25,Normal Modes,10,3493132530",True
5162,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,2548738959,"140,80,10000,0.25,25,Normal Modes,10,2548738959",True
5163,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1888131242,"140,80,10000,0.25,25,Normal Modes,10,1888131242",True
5164,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1600193562,"140,80,10000,0.25,25,Normal Modes,10,1600193562",True
5165,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,2175223029,"140,80,10000,0.25,25,Normal Modes,10,2175223029",True
5166,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3535087018,"140,80,10000,0.25,25,Normal Modes,10,3535087018",True
5167,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1636402885,"140,80,10000,0.25,25,Normal Modes,10,1636402885",True
5168,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3456069055,"140,80,10000,0.25,25,Normal Modes,10,3456069055",True
5169,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1465946208,"140,80,10000,0.25,25,Normal Modes,10,1465946208",True
5170,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,680317741,"140,80,10000,0.25,25,Normal Modes,10,680317741",True
5171,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3376951744,"140,80,10000,0.25,25,Normal Modes,10,3376951744",True
5172,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1838251438,"140,80,10000,0.25,25,Normal Modes,10,1838251438",True
5173,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,2966513153,"140,80,10000,0.25,25,Normal Modes,10,2966513153",True
5174,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3490561646,"140,80,10000,0.25,25,Normal Modes,10,3490561646",True
5175,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,808132915,"140,80,10000,0.25,25,Normal Modes,10,808132915",True
5176,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,1414637955,"140,80,10000,0.25,25,Normal Modes,10,1414637955",True
5177,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3442484717,"140,80,10000,0.25,25,Normal Modes,10,3442484717",True
5178,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3192719802,"140,80,10000,0.25,25,Normal Modes,10,3192719802",True
5179,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.2, 0.36000000000000004]",False,False,False,3645599391,"140,80,10000,0.25,25,Normal Modes,10,3645599391",True
5180,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,1350017919,"140,80,10000,0.25,25,Normal Modes,10,1350017919",True
5181,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2324938486,"140,80,10000,0.25,25,Normal Modes,10,2324938486",True
5182,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2111368585,"140,80,10000,0.25,25,Normal Modes,10,2111368585",True
5183,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2269740370,"140,80,10000,0.25,25,Normal Modes,10,2269740370",True
5184,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2031151473,"140,80,10000,0.25,25,Normal Modes,10,2031151473",True
5185,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,1041200040,"140,80,10000,0.25,25,Normal Modes,10,1041200040",True
5186,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,1984953168,"140,80,10000,0.25,25,Normal Modes,10,1984953168",True
5187,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,784600999,"140,80,10000,0.25,25,Normal Modes,10,784600999",True
5188,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2598404280,"140,80,10000,0.25,25,Normal Modes,10,2598404280",True
5189,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,3876770278,"140,80,10000,0.25,25,Normal Modes,10,3876770278",True
5190,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,825706964,"140,80,10000,0.25,25,Normal Modes,10,825706964",True
5191,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,93267611,"140,80,10000,0.25,25,Normal Modes,10,93267611",True
5192,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,98572883,"140,80,10000,0.25,25,Normal Modes,10,98572883",True
5193,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,3715298354,"140,80,10000,0.25,25,Normal Modes,10,3715298354",True
5194,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,3583334734,"140,80,10000,0.25,25,Normal Modes,10,3583334734",True
5195,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,1006568112,"140,80,10000,0.25,25,Normal Modes,10,1006568112",True
5196,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,3694705030,"140,80,10000,0.25,25,Normal Modes,10,3694705030",True
5197,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,2821020023,"140,80,10000,0.25,25,Normal Modes,10,2821020023",True
5198,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,3271211391,"140,80,10000,0.25,25,Normal Modes,10,3271211391",True
5199,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.22, 0.36000000000000004]",False,False,False,4236842518,"140,80,10000,0.25,25,Normal Modes,10,4236842518",True
5200,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,2841527331,"140,80,10000,0.25,25,Normal Modes,10,2841527331",True
5201,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,2870100153,"140,80,10000,0.25,25,Normal Modes,10,2870100153",True
5202,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,1958370479,"140,80,10000,0.25,25,Normal Modes,10,1958370479",True
5203,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,470469521,"140,80,10000,0.25,25,Normal Modes,10,470469521",True
5204,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,2245018265,"140,80,10000,0.25,25,Normal Modes,10,2245018265",True
5205,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,202307591,"140,80,10000,0.25,25,Normal Modes,10,202307591",True
5206,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,1012849453,"140,80,10000,0.25,25,Normal Modes,10,1012849453",True
5207,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,1438080600,"140,80,10000,0.25,25,Normal Modes,10,1438080600",True
5208,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.24, 0.36000000000000004]",False,False,False,1214387032,"140,80,10000,0.25,25,Normal Modes,10,1214387032",True
