,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,constant,gradient,grad_start,grad_end,normal_modes,normal_modes_config,graph,FullStateSave,stats,seed,title,in AF?
25,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,1648003208,"140,80,10000,0.25,25,Normal Modes,10,1648003208",False
26,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,3717714222,"140,80,10000,0.25,25,Normal Modes,10,3717714222",False
27,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,2808683563,"140,80,10000,0.25,25,Normal Modes,10,2808683563",False
28,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,1376975312,"140,80,10000,0.25,25,Normal Modes,10,1376975312",False
29,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,4200532687,"140,80,10000,0.25,25,Normal Modes,10,4200532687",False
30,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,913065036,"140,80,10000,0.25,25,Normal Modes,10,913065036",False
31,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,1278379002,"140,80,10000,0.25,25,Normal Modes,10,1278379002",False
32,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,1154606617,"140,80,10000,0.25,25,Normal Modes,10,1154606617",False
33,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,3855489459,"140,80,10000,0.25,25,Normal Modes,10,3855489459",False
34,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,2214177176,"140,80,10000,0.25,25,Normal Modes,10,2214177176",False
35,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,2572693055,"140,80,10000,0.25,25,Normal Modes,10,2572693055",False
36,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,3952631914,"140,80,10000,0.25,25,Normal Modes,10,3952631914",False
37,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,3633119263,"140,80,10000,0.25,25,Normal Modes,10,3633119263",False
38,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,4211583440,"140,80,10000,0.25,25,Normal Modes,10,4211583440",False
39,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.02, 0.2]",False,False,False,461873437,"140,80,10000,0.25,25,Normal Modes,10,461873437",False
40,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2399473198,"140,80,10000,0.25,25,Normal Modes,10,2399473198",False
41,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2837023164,"140,80,10000,0.25,25,Normal Modes,10,2837023164",False
42,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1745180551,"140,80,10000,0.25,25,Normal Modes,10,1745180551",False
43,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,3473507202,"140,80,10000,0.25,25,Normal Modes,10,3473507202",False
44,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2418163737,"140,80,10000,0.25,25,Normal Modes,10,2418163737",False
45,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1330640117,"140,80,10000,0.25,25,Normal Modes,10,1330640117",False
46,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2791372282,"140,80,10000,0.25,25,Normal Modes,10,2791372282",False
47,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,4088764454,"140,80,10000,0.25,25,Normal Modes,10,4088764454",False
48,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,748345753,"140,80,10000,0.25,25,Normal Modes,10,748345753",False
49,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,3177004483,"140,80,10000,0.25,25,Normal Modes,10,3177004483",False
50,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1102613807,"140,80,10000,0.25,25,Normal Modes,10,1102613807",False
51,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1019516814,"140,80,10000,0.25,25,Normal Modes,10,1019516814",False
52,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1783917931,"140,80,10000,0.25,25,Normal Modes,10,1783917931",False
53,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,118726303,"140,80,10000,0.25,25,Normal Modes,10,118726303",False
54,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1873165168,"140,80,10000,0.25,25,Normal Modes,10,1873165168",False
55,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2867056069,"140,80,10000,0.25,25,Normal Modes,10,2867056069",False
56,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,3993044813,"140,80,10000,0.25,25,Normal Modes,10,3993044813",False
57,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,2274722029,"140,80,10000,0.25,25,Normal Modes,10,2274722029",False
58,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,180801474,"140,80,10000,0.25,25,Normal Modes,10,180801474",False
59,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.04, 0.2]",False,False,False,1654989698,"140,80,10000,0.25,25,Normal Modes,10,1654989698",False
60,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,1719103563,"140,80,10000,0.25,25,Normal Modes,10,1719103563",False
61,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,913983135,"140,80,10000,0.25,25,Normal Modes,10,913983135",False
62,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,363640168,"140,80,10000,0.25,25,Normal Modes,10,363640168",False
63,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,2260652290,"140,80,10000,0.25,25,Normal Modes,10,2260652290",False
64,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3369322391,"140,80,10000,0.25,25,Normal Modes,10,3369322391",False
65,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3186203137,"140,80,10000,0.25,25,Normal Modes,10,3186203137",False
66,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,402381388,"140,80,10000,0.25,25,Normal Modes,10,402381388",False
67,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3762862722,"140,80,10000,0.25,25,Normal Modes,10,3762862722",False
68,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3069313702,"140,80,10000,0.25,25,Normal Modes,10,3069313702",False
69,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3102928130,"140,80,10000,0.25,25,Normal Modes,10,3102928130",False
70,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,1471534735,"140,80,10000,0.25,25,Normal Modes,10,1471534735",False
71,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,1931682579,"140,80,10000,0.25,25,Normal Modes,10,1931682579",False
72,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,2692091937,"140,80,10000,0.25,25,Normal Modes,10,2692091937",False
73,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3777741449,"140,80,10000,0.25,25,Normal Modes,10,3777741449",False
74,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3354605751,"140,80,10000,0.25,25,Normal Modes,10,3354605751",False
75,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,129208876,"140,80,10000,0.25,25,Normal Modes,10,129208876",False
76,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,566714931,"140,80,10000,0.25,25,Normal Modes,10,566714931",False
77,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,3242226213,"140,80,10000,0.25,25,Normal Modes,10,3242226213",False
78,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,2673060883,"140,80,10000,0.25,25,Normal Modes,10,2673060883",False
79,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.06, 0.2]",False,False,False,861885578,"140,80,10000,0.25,25,Normal Modes,10,861885578",False
80,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,2581241655,"140,80,10000,0.25,25,Normal Modes,10,2581241655",False
81,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,720923870,"140,80,10000,0.25,25,Normal Modes,10,720923870",False
82,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,1564584586,"140,80,10000,0.25,25,Normal Modes,10,1564584586",False
83,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,2966115646,"140,80,10000,0.25,25,Normal Modes,10,2966115646",False
84,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,1869676484,"140,80,10000,0.25,25,Normal Modes,10,1869676484",False
85,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,101781086,"140,80,10000,0.25,25,Normal Modes,10,101781086",False
86,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,2503579004,"140,80,10000,0.25,25,Normal Modes,10,2503579004",False
87,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,3941789100,"140,80,10000,0.25,25,Normal Modes,10,3941789100",False
88,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,2580544418,"140,80,10000,0.25,25,Normal Modes,10,2580544418",False
89,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,3948646350,"140,80,10000,0.25,25,Normal Modes,10,3948646350",False
90,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,663571980,"140,80,10000,0.25,25,Normal Modes,10,663571980",False
91,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,1042528646,"140,80,10000,0.25,25,Normal Modes,10,1042528646",False
92,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,1604507401,"140,80,10000,0.25,25,Normal Modes,10,1604507401",False
93,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,3876233366,"140,80,10000,0.25,25,Normal Modes,10,3876233366",False
94,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,584030698,"140,80,10000,0.25,25,Normal Modes,10,584030698",False
95,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,1073500358,"140,80,10000,0.25,25,Normal Modes,10,1073500358",False
96,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,3983789064,"140,80,10000,0.25,25,Normal Modes,10,3983789064",False
97,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,711171461,"140,80,10000,0.25,25,Normal Modes,10,711171461",False
98,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,569129483,"140,80,10000,0.25,25,Normal Modes,10,569129483",False
99,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.08, 0.2]",False,False,False,3875524502,"140,80,10000,0.25,25,Normal Modes,10,3875524502",False
100,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,3769319609,"140,80,10000,0.25,25,Normal Modes,10,3769319609",False
101,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1512414177,"140,80,10000,0.25,25,Normal Modes,10,1512414177",False
102,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,2298111656,"140,80,10000,0.25,25,Normal Modes,10,2298111656",False
103,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,348948134,"140,80,10000,0.25,25,Normal Modes,10,348948134",False
104,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,2777909077,"140,80,10000,0.25,25,Normal Modes,10,2777909077",False
105,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1220329898,"140,80,10000,0.25,25,Normal Modes,10,1220329898",False
106,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,366824669,"140,80,10000,0.25,25,Normal Modes,10,366824669",False
107,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,167881863,"140,80,10000,0.25,25,Normal Modes,10,167881863",False
108,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,288982775,"140,80,10000,0.25,25,Normal Modes,10,288982775",False
109,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1471832990,"140,80,10000,0.25,25,Normal Modes,10,1471832990",False
110,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1338768492,"140,80,10000,0.25,25,Normal Modes,10,1338768492",False
111,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1248009703,"140,80,10000,0.25,25,Normal Modes,10,1248009703",False
112,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,1568069430,"140,80,10000,0.25,25,Normal Modes,10,1568069430",False
113,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,2482835690,"140,80,10000,0.25,25,Normal Modes,10,2482835690",False
114,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,2118999165,"140,80,10000,0.25,25,Normal Modes,10,2118999165",False
115,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,3653578434,"140,80,10000,0.25,25,Normal Modes,10,3653578434",False
116,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,2630074698,"140,80,10000,0.25,25,Normal Modes,10,2630074698",False
117,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,3030697643,"140,80,10000,0.25,25,Normal Modes,10,3030697643",False
118,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,3113415032,"140,80,10000,0.25,25,Normal Modes,10,3113415032",False
119,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.1, 0.2]",False,False,False,786314734,"140,80,10000,0.25,25,Normal Modes,10,786314734",False
120,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,2108314284,"140,80,10000,0.25,25,Normal Modes,10,2108314284",False
121,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,4054579676,"140,80,10000,0.25,25,Normal Modes,10,4054579676",False
122,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,4090824468,"140,80,10000,0.25,25,Normal Modes,10,4090824468",False
123,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,156479457,"140,80,10000,0.25,25,Normal Modes,10,156479457",False
124,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,3653379638,"140,80,10000,0.25,25,Normal Modes,10,3653379638",False
125,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,4198998471,"140,80,10000,0.25,25,Normal Modes,10,4198998471",False
126,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,1393951708,"140,80,10000,0.25,25,Normal Modes,10,1393951708",False
127,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,922766794,"140,80,10000,0.25,25,Normal Modes,10,922766794",False
128,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,249986297,"140,80,10000,0.25,25,Normal Modes,10,249986297",False
129,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,4050698206,"140,80,10000,0.25,25,Normal Modes,10,4050698206",False
130,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,3054279946,"140,80,10000,0.25,25,Normal Modes,10,3054279946",False
131,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,3280940202,"140,80,10000,0.25,25,Normal Modes,10,3280940202",False
132,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,196612480,"140,80,10000,0.25,25,Normal Modes,10,196612480",False
133,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,2785425551,"140,80,10000,0.25,25,Normal Modes,10,2785425551",False
134,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,2889672137,"140,80,10000,0.25,25,Normal Modes,10,2889672137",False
135,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,1021584965,"140,80,10000,0.25,25,Normal Modes,10,1021584965",False
136,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,2452336127,"140,80,10000,0.25,25,Normal Modes,10,2452336127",False
137,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,1816478791,"140,80,10000,0.25,25,Normal Modes,10,1816478791",False
138,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,2087953188,"140,80,10000,0.25,25,Normal Modes,10,2087953188",False
139,140,80,10000,0.25,25,0.55,10,0,False,False,0.3,0.4,True,"[0.25, 1, 0.12, 0.2]",False,False,False,991099171,"140,80,10000,0.25,25,Normal Modes,10,991099171",False
