,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,constant,gradient,grad_start,grad_end,normal_modes,normal_modes_config,graph,FullStateSave,stats,seed,in AF?,%time in AF
0,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,6870260,False,0.0
1,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4459210,False,0.0
2,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,8156986,False,0.0
3,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,9951864,False,0.0
4,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4622850,False,0.0
5,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,3010353,False,0.0
6,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,450406,False,0.0
7,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,1390046,False,0.0
8,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,2579249,False,0.0
9,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5485966,False,0.0
10,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,2546249,False,0.0
11,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,2863843,False,0.0
12,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,8853419,False,0.0
13,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,9577324,False,0.0
14,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,3453827,False,0.0
15,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,8696022,False,0.0
16,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,850747,False,0.0
17,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4845869,False,0.0
18,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5616335,False,0.0
19,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,9548052,False,0.0
20,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4422130,False,0.0
21,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,738431,False,0.0
22,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,834551,False,0.0
23,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5744031,False,0.0
24,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,7946400,False,0.0
25,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,1710802,False,0.0
26,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,6249529,False,0.0
27,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,7650218,False,0.0
28,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4717172,False,0.0
29,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,2310561,False,0.0
30,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,257122,False,0.0
31,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5534086,False,0.0
32,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,2380706,False,0.0
33,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,7958039,False,0.0
34,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,9094291,False,0.0
35,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,916910,False,0.0
36,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,6626973,False,0.0
37,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5521188,False,0.0
38,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5494443,False,0.0
39,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,72849,False,0.0
40,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4613316,False,0.0
41,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,3759091,False,0.0
42,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,6040170,False,0.0
43,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,836462,False,0.0
44,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,4861208,False,0.0
45,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,3656599,False,0.0
46,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,7220112,False,0.0
47,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,107064,False,0.0
48,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,3947213,False,0.0
49,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,7940474,False,0.0
50,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.0, 0.0]",False,False,False,5361689,False,0.0
51,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,1756063,False,0.0
52,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,9202128,False,0.0
53,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,5349137,False,0.0
54,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,7103863,False,0.0
55,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,721032,False,0.0
56,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,1413387,False,0.0
57,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2558242,False,0.0
58,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,9077861,False,0.0
59,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,5757404,False,0.0
60,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,5358302,False,0.0
61,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,7374402,False,0.0
62,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2992396,False,0.0
63,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2280477,False,0.0
64,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,3462129,False,0.0
65,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,9676180,False,0.0
66,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,1016649,False,0.0
67,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2842898,False,0.0
68,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,8374138,False,0.0
69,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,3820063,False,0.0
70,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2821504,False,0.0
71,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,7666224,False,0.0
72,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,8897576,False,0.0
73,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2561704,False,0.0
74,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,6761565,False,0.0
75,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,7858211,False,0.0
76,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,2448142,False,0.0
77,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,420795,False,0.0
78,50,50,5000,0.25,25,0.55,10,0,False,False,0.7,0.3,True,"[0.25, 1, 0.025, 0.0]",False,False,False,8385934,False,0.0
