,settings,in_AF,coupling,%_time_AF
333,"[50, 50, 1000, 0.4, 25]",False,0.9548648648648649,0.0
334,"[50, 50, 1000, 0.4, 25]",False,0.9547297297297297,0.0
335,"[50, 50, 1000, 0.4, 25]",False,0.9545945945945946,0.0
336,"[50, 50, 1000, 0.4, 25]",False,0.9544594594594594,0.0
337,"[50, 50, 1000, 0.4, 25]",False,0.9543243243243243,0.0
338,"[50, 50, 1000, 0.4, 25]",False,0.9541891891891892,0.0
339,"[50, 50, 1000, 0.4, 25]",False,0.9540540540540541,0.0
340,"[50, 50, 1000, 0.4, 25]",False,0.9539189189189189,0.0
341,"[50, 50, 1000, 0.4, 25]",False,0.9537837837837838,0.0
342,"[50, 50, 1000, 0.4, 25]",False,0.9536486486486486,0.0
343,"[50, 50, 1000, 0.4, 25]",False,0.9535135135135135,0.0
344,"[50, 50, 1000, 0.4, 25]",False,0.9533783783783784,0.0
345,"[50, 50, 1000, 0.4, 25]",False,0.9532432432432433,0.0
346,"[50, 50, 1000, 0.4, 25]",False,0.9531081081081081,0.0
347,"[50, 50, 1000, 0.4, 25]",False,0.952972972972973,0.0
348,"[50, 50, 1000, 0.4, 25]",False,0.9528378378378378,0.0
349,"[50, 50, 1000, 0.4, 25]",False,0.9527027027027027,0.0
350,"[50, 50, 1000, 0.4, 25]",False,0.9525675675675676,0.0
351,"[50, 50, 1000, 0.4, 25]",False,0.9524324324324325,0.0
352,"[50, 50, 1000, 0.4, 25]",False,0.9522972972972973,0.0
353,"[50, 50, 1000, 0.4, 25]",False,0.9521621621621622,0.0
354,"[50, 50, 1000, 0.4, 25]",False,0.952027027027027,0.0
355,"[50, 50, 1000, 0.4, 25]",False,0.9518918918918919,0.0
356,"[50, 50, 1000, 0.4, 25]",False,0.9517567567567567,0.0
357,"[50, 50, 1000, 0.4, 25]",False,0.9516216216216217,0.0
358,"[50, 50, 1000, 0.4, 25]",False,0.9514864864864865,0.0
359,"[50, 50, 1000, 0.4, 25]",False,0.9513513513513514,0.0
360,"[50, 50, 1000, 0.4, 25]",False,0.9512162162162162,0.0
361,"[50, 50, 1000, 0.4, 25]",False,0.951081081081081,0.0
362,"[50, 50, 1000, 0.4, 25]",False,0.950945945945946,0.0
363,"[50, 50, 1000, 0.4, 25]",False,0.9508108108108109,0.0
364,"[50, 50, 1000, 0.4, 25]",False,0.9506756756756757,0.0
365,"[50, 50, 1000, 0.4, 25]",False,0.9505405405405405,0.0
