,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,AF_time,per_%,title,mean,variance,in AF?,multiplier
0,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,812352842,4912,7333,4912,"(1, 133)",0.0,"100,100,1000,0.25,25,Normal Modes,10,812352842",0.35099,0.03867635323333333,True,1
1,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,2130650708,2502,6610,6610,"(1, 115)",0.0,"100,100,1000,0.25,25,Normal Modes,10,2130650708",0.3496866666666667,0.03840101293333333,True,1
2,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,39498785,4611,7015,7217,"(1, 131)",0.0,"100,100,1000,0.25,25,Normal Modes,10,39498785",0.34746333333333335,0.037665565322222226,True,1
3,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,3167773974,514,2205,2205,"(1, 158)",0.0,"100,100,1000,0.25,25,Normal Modes,10,3167773974",0.3513366666666667,0.03784421332222223,True,1
4,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,1260986165,8808,8808,8808,"(1, 123)",0.0,"100,100,1000,0.25,25,Normal Modes,10,1260986165",0.34704,0.03716479395555555,True,1
5,100,100,1000,0.25,25,0.55,10,0,"[1, 0.0, 0.35]",True,False,False,2993366370,6614,6614,7315,"(1, 147)",0.0,"100,100,1000,0.25,25,Normal Modes,10,2993366370",0.35133000000000003,0.03904889776666667,True,1
6,100,100,1000,0.25,25,0.55,10,0,"[1, 0.05, 0.35]",True,False,False,523487578,3116,3105,3105,"(1, 133)",0.0,"100,100,1000,0.25,25,Normal Modes,10,523487578",0.34746666666666665,0.03934336,True,1
7,100,100,1000,0.25,25,0.55,10,0,"[1, 0.05, 0.35]",True,False,False,1045335514,3014,3014,3014,"(1, 131)",0.0,"100,100,1000,0.25,25,Normal Modes,10,1045335514",0.35205999999999993,0.03963353417777778,True,1
8,100,100,1000,0.25,25,0.55,10,0,"[1, 0.05, 0.35]",True,False,False,2074102319,4108,4108,4108,"(1, 126)",0.0,"100,100,1000,0.25,25,Normal Modes,10,2074102319",0.35175,0.03897471527777778,True,1
9,100,100,1000,0.25,25,0.55,10,0,"[1, 0.05, 0.35]",True,False,False,2501212764,1308,1308,1308,"(1, 124)",0.0,"100,100,1000,0.25,25,Normal Modes,10,2501212764",0.35584666666666664,0.0394980387111111,True,1
