,width,height,runtime,threshold,sigmoid_strength,coupling,refractory_period,set_seed,normal_modes_config,graph,FullStateSave,stats,seed,location_2,location_3,location_4,location_err,AF_time,Hamming_dis_arr,Ham_dis_AF,Ham_dis_meanx,per_%,title,mean,variance,in AF?,multiplier
21,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,4213110517,6952,6952,6451,True,"(1, 177)","[[3.4177860075385675, 3.4073720512400265, 3.4634965779049858, 3.7696232134787206, 4.603163338475846, 4.727165509055083, 4.38646667330701, 4.746970032536115, 4.7977800649649245, 5.551821891775744, 3.4523933354824132, 2.3494575318437194, 2.3477974311634675, 2.6203795314589238, 2.3093409353223606, 2.3017990374039496]]",3.4523933354824132,49.871212121212125,1.0,"100,100,10000,0.25,25,Normal Modes,10,4213110517",0.5028633333333333,0.05033080132222222,True,1
22,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,106778478,5823,5823,5823,True,"(1, 144)","[[1.7669056442140751, 2.084531946864811, 1.5752871663946546, 1.3725974168120283, 1.3469257531040826, 1.1979138360473802, 1.200394489441266, 1.3346739009661683, 1.457212883471424, 1.576652572170969, 1.5223616716048776, 1.8820468904793202, 2.004431818142051, 1.4688030395012213, 1.6536909861128892, 1.872886540358373]]",1.5223616716048776,22.567307692307693,1.0,"100,100,10000,0.25,25,Normal Modes,10,106778478",0.5016633333333333,0.050967788877777774,True,1
23,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,3573944983,6621,6518,6518,True,"(1, 153)","[[1.270331043427187, 1.0211639676200057, 1.098626720863749, 1.3263686829090495, 1.335765321546855, 1.1771847301459906, 1.2395699855855757, 1.533290878831465, 1.4347261278373895, 1.365528989618164, 1.2947107755937475, 1.5495380730385164, 1.8540203593961841, 2.2772549357266576, 2.1330729007701543, 2.1699487749600017]]",1.2947107755937475,20.82608695652174,1.0,"100,100,10000,0.25,25,Normal Modes,10,3573944983",0.50086,0.04915926040000001,True,1
24,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,2958737222,8618,4856,4856,False,"(1, 149)","[[1.5609734522854704, 1.6934393044938265, 1.2294091265829397, 1.2447676189636727, 1.3117046249366788, 1.220243452283288, 1.2509404746053734, 1.2570767738977286, 1.4087552175505078, 1.301514051132585, 1.4383632673594278, 1.3262159899657433, 1.761359563370983, 1.8609344220248392, 1.8023711234556181, 2.1458312693999715]]",1.4383632673594278,18.033333333333335,1.0,"100,100,10000,0.25,25,Normal Modes,10,2958737222",0.50276,0.05105616017777778,True,1
25,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,3390465670,6819,6819,6819,True,"(1, 139)","[[0.8135980439800201, 0.8600429234688287, 0.8767110254937042, 1.0601974282014373, 1.2242035818428008, 1.0712322273844477, 1.405028099173489, 1.3818244372966504, 1.186434389872746, 1.2586144348354957, 1.5249448635275282, 1.5945621659494038, 1.6217088148746304, 1.2394621210766503, 1.3313138977021444, 1.6681859571867586]]",1.5249448635275282,17.565217391304348,1.0,"100,100,10000,0.25,25,Normal Modes,10,3390465670",0.5037666666666666,0.05085003444444445,True,1
26,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,1566860511,1428,6639,6639,False,"(1, 158)","[[1.6648023255398274, 1.8922041792928412, 2.126510252827197, 2.4815415834411882, 1.9011384388304027, 1.8257418583505538, 1.6764895716796502, 1.5390236352960924, 1.4326548781894404, 1.871735879190389, 2.1620792716409603, 2.2705858678448996, 2.4990910337356578, 2.6922204201777404, 3.0424630864898035, 3.301639963151796]]",2.1620792716409603,29.363636363636363,1.0,"100,100,10000,0.25,25,Normal Modes,10,1566860511",0.49965,0.049344433055555546,True,1
27,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,627107542,5332,5332,5332,True,"(1, 163)","[[2.909709071345622, 2.9545163168726396, 3.081429592467323, 2.5867893787358933, 2.864676454878585, 3.433577424686852, 3.463548820828908, 3.8219570022704197, 3.7352326749437816, 4.180292304372984, 3.956916198484218, 3.6332084597621033, 3.1939434872896544, 3.470385468538682, 3.675084364597247, 3.7801890015230226]]",3.956916198484218,38.03763440860215,1.0,"100,100,10000,0.25,25,Normal Modes,10,627107542",0.4992866666666666,0.050327935600000005,True,1
28,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,2963272770,4431,4431,1215,False,"(1, 154)","[[1.6795102610526476, 1.5643490431068798, 1.8981450827872264, 2.1042327301242203, 2.4059842747986764, 2.521017479508171, 2.324892767310889, 2.684223384850687, 2.498876324879278, 2.4188358037830255, 2.992393586862902, 2.965433880343177, 2.849698757251437, 2.592055169165965, 2.7196738849406303, 2.7212964824609878]]",2.992393586862902,28.201923076923077,1.0,"100,100,10000,0.25,25,Normal Modes,10,2963272770",0.49640999999999996,0.05093744523333333,True,1
29,100,100,10000,0.25,25,0.55,10,0,"[3, 0.2, 0.5]",True,False,False,567862277,161,161,161,True,"(1, 186)","[[2.813163795683507, 2.7346904333998987, 2.73071829348632, 2.5907075886175184, 2.326302575648617, 2.4734605980785127, 2.3283740428878152, 1.986381407720777, 1.840895745623434, 1.7689922261258668, 1.485578052059309, 1.994011094982568, 1.9444182078775654, 2.2747646436089695, 2.8369356987408385, 3.1122981862283052]]",1.485578052059309,60.21818181818182,1.0,"100,100,10000,0.25,25,Normal Modes,10,567862277",0.50027,0.05042737154444445,True,1
30,100,100,10000,0.25,25,0.55,10,0,"[5, 0.2, 0.5]",True,False,False,126328225,7311,7311,7311,True,"(1, 129)","[[0.653678757775826, 0.7177916922720753, 0.7121111379042409, 0.8468488512675899, 0.8365178945316003, 0.7758191090215957, 0.9485891966469148, 1.1149262882342326, 1.242353229261442, 0.9461448547217081, 0.9279192660777467, 1.0664493353803697, 1.3978846993414946, 1.3022752061062033, 1.2955726303118644, 1.200588331310396]]",0.9279192660777467,11.157894736842104,1.0,"100,100,10000,0.25,25,Normal Modes,10,126328225",0.5003166666666667,0.05084089972222222,True,1
